"respondent","hh_size","adults_hh","country_direction","country_change","economic_situation","political_situation","economy_change","attitude_Kopacz","hh_finances","future_finances","politics_interest","religious_participation","DATE","weight","married","ed_level","urban_rural","policies_improve_economic","know_FXborrower","province","past.turnout","employed","treat","income.quint","age","currentFXloan","pastFXloan","LeftRight","female","retired","in.labor.force","PiS2011","POPSL2011","vote.intent.rev","gi","ps","turnout.intent.ord","immigration.summary","antimigrant.summary"
"7728",2152,2,2,2,3,3,2,3,4,3,1,2,2,2015-10-20,1.03098614017632,1,4,3,4,1,"Mazowieckie",1,1,"Hungary",4,72,0,0,3,1,1,0,1,0,"other","none","some",2,2.875,4.125
"7729",2155,2,2,NA,3,3,3,3,4,3,3,3,3,2015-10-20,0.833976220715765,1,2,1,3,0,"Wielkopolskie",1,2,"info",NA,35,0,1,NA,0,0,1,1,0,"DK","some","90/10",1,3.33333333333333,3.66666666666667
"7730",2156,2,2,1,NA,4,NA,NA,2,3,3,3,2,2015-10-20,1.13552779094621,1,1,1,2,0,"Wielkopolskie",1,1,"info",2,64,0,0,3,1,1,0,0,1,"PO/PSL","some","some",2,3.88888888888889,3.11111111111111
"7731",2157,1,1,2,NA,4,NA,NA,4,1,3,3,2,2015-10-20,1.13552779094621,1,1,1,2,0,"Wielkopolskie",0,1,"info",2,63,0,0,-2,1,1,0,0,0,"PiS","big","90/10",2,2.875,4.125
"7732",2159,2,2,1,2,5,2,2,3,3,4,3,3,2015-10-20,0.804920611759324,1,2,1,3,0,"Wielkopolskie",1,1,"cntrl",1,59,0,0,3,0,0,0,1,0,"PiS","big","some",2,3.11111111111111,3.88888888888889
"7733",2165,7,5,2,3,4,NA,NA,3,1,3,3,2,2015-10-20,1.13552779094621,1,1,1,3,0,"Wielkopolskie",1,1,"cntrl",2,60,0,0,0,1,0,0,1,0,"PiS","none","none",2,3.28571428571429,3.71428571428571
"7734",2169,1,1,2,2,5,NA,NA,4,3,3,3,4,2015-10-20,0.913395376710572,0,2,1,4,1,"Wielkopolskie",1,2,"Hungary",4,46,0,0,NA,0,0,1,1,0,"PiS","big","90/10",2,3.5,3.5
"7735",2172,3,3,2,3,4,3,3,2,4,3,3,5,2015-10-20,0.800258589904254,0,2,1,3,1,"Wielkopolskie",0,2,"info",NA,44,0,0,0,1,0,1,0,0,"PiS","DK","90/10",2,2.66666666666667,4.33333333333333
"7736",2175,2,2,NA,4,3,4,4,2,3,3,3,4,2015-10-20,0.656133872564587,1,2,2,2,0,"Lódzkie",1,1,"cntrl",3,76,0,0,0,0,1,0,0,1,"PO/PSL","some","some",2,4.88888888888889,2.11111111111111
"7737",2176,4,4,NA,2,2,3,3,2.5,5,3,4,2,2015-10-20,1.15892196822282,0,1,2,2,0,"Lódzkie",0,1,"cntrl",NA,18,0,0,NA,1,0,1,0,0,"DK","DK","90/10",2,2,5
"7738",2178,1,1,2,3,4,3,3,4,3,3,5,2,2015-10-20,1.33273872860893,0,1,3,4,0,"Slaskie",0,1,"cntrl",4,66,0,0,NA,1,1,0,0,0,"NoVote","DK","DK",0,2.125,4.875
"7739",2179,3,3,NA,3,5,3,3,4,5,3,3,3,2015-10-20,1.1716618929533,1,2,3,3,0,"Slaskie",1,1,"history",5,47,0,0,0,1,0,0,NA,NA,"PiS","none","none",2,3.42857142857143,3.57142857142857
"7740",2180,2,2,NA,3,3,3,3,2.5,3,3,4,3,2015-10-20,0.824870258331941,1,2,3,3,0,"Slaskie",NA,1,"cntrl",3,78,0,0,-1,0,1,0,NA,NA,"NoVote","none","none",0,3,4
"7741",2184,1,1,NA,3,3,3,3,2.5,3,3,4,2,2015-10-20,0.944713886617733,0,2,3,3,0,"Slaskie",NA,1,"Hungary",5,75,0,0,-1,0,1,0,NA,NA,"NoVote","DK","none",0,2.77777777777778,4.22222222222222
"7742",2185,3,2,2,3,NA,3,3,NA,5,3,5,3,2015-10-20,1.14587898293103,1,4,3,NA,0,"Slaskie",NA,2,"info",NA,29,0,0,0,1,0,1,NA,NA,"DK","some","DK",1,2.66666666666667,4.33333333333333
"7743",2197,2,2,NA,NA,2,NA,2,2,4,3,3,5,2015-10-20,0.774571736699871,1,4,2,1,0,"Pomorskie",1,2,"history",5,55,0,0,-1,1,0,1,0,1,"PO/PSL","none","none",2,3.88888888888889,3.11111111111111
"7744",2200,2,2,2,3,3,3,3,3,4,3,2,2,2015-10-20,0.947223174951833,1,4,3,2,1,"Podkarpackie",1,2,"Hungary",5,27,0,0,2,0,0,1,1,0,"PiS","some","50/50",2,3,4
"7745",2202,2,2,2,NA,4,NA,NA,4,3,3,3,5,2015-10-20,0.787478275766112,0,4,2,4,0,"Lódzkie",1,1,"cntrl",3,54,0,0,0,0,0,0,1,0,"other","none","none",2,3.71428571428571,3.28571428571429
"7746",2203,2,2,2,NA,3,NA,NA,2.5,5,3,4,5,2015-10-20,0.92562947947098,1,1,2,3,NA,"Lódzkie",1,1,"cntrl",4,78,0,0,2,1,1,0,1,0,"other","none","none",2,3.5,3.5
"7747",2204,1,1,1,4,2,4,NA,1,5,3,2,4,2015-10-20,0.58284893727678,0,4,2,2,0,"Lódzkie",1,2,"Hungary",5,63,0,0,0,0,0,1,NA,NA,"other","none","none",2,3.77777777777778,3.22222222222222
"7748",2205,6,5,NA,3,3,3,3,NA,4,3,3,4,2015-10-20,0.795849436756649,1,4,2,3,0,"Lódzkie",1,2,"info",NA,33,0,0,0,1,0,1,0,1,"DK","none","some",2,4.14285714285714,2.85714285714286
"7749",2207,5,5,NA,3,3,3,3,3,3,3,4,3,2015-10-20,0.794733038751553,0,2,2,3,0,"Kujawsko-pomorskie",NA,2,"history",NA,20,0,0,NA,1,0,1,NA,NA,"DK","some","50/50",1,3.16666666666667,3.83333333333333
"7750",2208,2,2,NA,NA,4,NA,NA,NA,1,2,NA,NA,2015-10-20,0.722975897290846,1,3,2,NA,1,"Kujawsko-pomorskie",1,1,"Hungary",NA,64,0,0,0,1,1,0,NA,NA,"other","none","none",2,4.25,2.75
"7751",2211,2,2,NA,3,3,NA,NA,2,3,3,4,2,2015-10-20,0.893148724387927,1,1,2,2,0,"Kujawsko-pomorskie",NA,1,"Hungary",2,60,0,0,NA,1,0,1,NA,NA,"PO/PSL","some","90/10",2,2.11111111111111,4.88888888888889
"7752",2212,3,3,NA,3,3,3,3,3,3,3,3,2,2015-10-20,0.503722989271502,1,2,2,3,1,"Kujawsko-pomorskie",1,2,"history",NA,58,0,0,0,0,0,1,0,1,"other","none","none",2,3.44444444444444,3.55555555555556
"7753",2220,4,3,1,3,2,NA,NA,2,4,3,3,2,2015-10-20,0.961738454786991,1,4,3,2,0,"Zachodniopomorskie",1,2,"cntrl",4,46,0,1,0,1,0,1,0,1,"PO/PSL","DK",NA,2,4.66666666666667,2.33333333333333
"7754",2223,1,1,1,2,2,NA,3,2,4,3,3,4,2015-10-20,0.961738454786991,0,4,3,2,1,"Zachodniopomorskie",NA,2,"info",5,52,0,0,-1,1,0,1,NA,NA,"PO/PSL","none","none",2,5,2
"7755",2227,1,1,2,3,4,NA,NA,2,3,3,3,4,2015-10-20,1.01192550277493,1,4,3,3,1,"Mazowieckie",1,1,"cntrl",4,61,0,0,0,1,1,0,NA,NA,"DK","some","50/50",1,4.44444444444444,2.55555555555556
"7756",2231,3,2,NA,3,2,4,3,2,5,5,1,4,2015-10-20,0.781866995095306,1,4,2,2,1,"Lódzkie",1,2,"history",5,39,0,0,-1,1,0,1,NA,NA,"DK","none","none",2,3.55555555555556,3.44444444444444
"7757",2234,2,2,1,4,3,4,3,2.5,3,3,1,2,2015-10-20,0.67439613253279,1,2,1,4,1,"Wielkopolskie",1,1,"cntrl",3,57,0,0,3,1,0,0,0,1,"other","big","90/10",2,2.88888888888889,4.11111111111111
"7758",2237,2,2,1,2,3,1,1,1,5,3,2,3,2015-10-20,0.687099063837375,0,4,1,1,1,"Wielkopolskie",1,1,"Hungary",5,66,0,0,0,1,1,0,0,1,"PO/PSL","none","50/50",2,5,2
"7759",2241,4,2,NA,3,3,3,3,2.5,3,3,3,2,2015-10-20,0.886929532479492,1,4,1,NA,1,"Wielkopolskie",1,2,"info",3,42,0,0,0,0,0,1,0,0,"other","some","some",2,4.42857142857143,2.57142857142857
"7760",2243,3,2,1,3,3,3,2,2,4,3,3,2,2015-10-20,0.922041380754211,1,4,1,3,1,"Zachodniopomorskie",1,2,"info",4,44,0,0,0,0,0,1,0,1,"other","none","none",2,3.44444444444444,3.55555555555556
"7761",2247,3,3,1,3,NA,3,2,NA,3,4,5,5,2015-10-20,0.84093460164278,0,3,1,3,1,"Zachodniopomorskie",0,1,"history",2,18,0,0,NA,1,0,1,0,0,"NoVote","DK","90/10",0,4.25,2.75
"7762",2251,3,3,2,3,4,3,3,2.5,3,3,3,3,2015-10-20,0.678271577901357,1,2,3,3,0,"Kujawsko-pomorskie",1,2,"Hungary",1,64,0,0,NA,0,0,1,NA,NA,"PiS","some","50/50",2,2.71428571428571,4.28571428571429
"7763",2253,2,2,2,3,4,3,3,1,3,3,3,3,2015-10-20,1.34726874214201,0,1,3,2,0,"Kujawsko-pomorskie",1,1,"info",1,53,0,0,3,0,0,0,0,1,"PiS","none","none",2,3,4
"7764",2260,2,2,2,3,3,3,3,2,3,3,4,2,2015-10-20,1.46062412241606,1,1,1,3,0,"Mazowieckie",1,1,"info",2,71,0,0,NA,0,1,0,NA,NA,"PO/PSL","DK","some",2,5.44444444444444,1.55555555555556
"7765",2264,3,2,2,3,4,3,3,2.5,5,4,3,3,2015-10-20,1.13311354998811,1,2,1,3,0,"Mazowieckie",NA,2,"Hungary",NA,31,0,0,3,1,0,1,NA,NA,"PiS","some","some",2,3.4,3.6
"7766",2265,2,2,1,2,3,3,3,2,3,3,3,2,2015-10-20,1.40157113782167,1,1,1,2,0,"Mazowieckie",NA,1,"info",1,76,0,0,0,1,1,0,NA,NA,"PO/PSL","none","some",2,4.22222222222222,2.77777777777778
"7767",2273,2,2,1,2,2,3,2,2,5,3,3,2,2015-10-20,0.969432061181773,1,3,3,2,1,"Mazowieckie",1,1,"history",5,73,0,0,2,1,1,0,0,1,"PO/PSL","none","50/50",2,5.25,1.75
"7768",2288,3,2,NA,3,3,3,3,2.5,4,3,5,2,2015-10-20,1.39633055706467,1,2,3,2,1,"Dolnoslaskie",NA,2,"Hungary",NA,40,0,0,NA,1,0,1,NA,NA,"PO/PSL","none","DK",2,3.6,3.4
"7769",2290,1,1,2,3,NA,2,NA,2.5,1,3,5,2,2015-10-20,1.72997971545799,0,1,3,NA,1,"Dolnoslaskie",0,1,"Hungary",1,57,0,0,NA,1,0,0,0,0,"NoVote","some","some",0,2.625,4.375
"7770",2291,8,6,1,3,3,3,3,1,4,3,2,2,2015-10-20,0.858840677218458,1,2,2,2,0,"Lubuskie",1,2,"Hungary",NA,62,0,0,3,0,0,1,0,1,"PO/PSL","some","50/50",2,3.33333333333333,3.66666666666667
"7771",2294,3,3,2,4,3,3,2,2,5,3,3,2,2015-10-20,1.08895091461039,0,4,2,2,0,"Lubuskie",1,2,"cntrl",5,31,0,0,-1,1,0,1,0,1,"other","none","none",2,1.71428571428571,5.28571428571429
"7772",2295,3,2,2,3,5,2,3,4,4,3,2,1,2015-10-20,1.2357547955885,1,4,3,4,1,"Lubuskie",1,2,"Hungary",4,30,0,0,3,0,0,1,1,0,"PiS","none","none",2,2.44444444444444,4.55555555555556
"7773",2309,3,3,2,5,2,5,3,2,5,3,2,4,2015-10-20,0.971584382488028,1,4,2,2,1,"Lubuskie",1,2,"info",5,56,0,0,-2,1,0,1,0,1,"PO/PSL","none","none",2,4.875,2.125
"7774",2310,3,3,1,2,NA,2,2,4,3,2,4,4,2015-10-20,0.954997688701926,1,3,2,3,0,"Lubuskie",0,1,"cntrl",2,70,0,0,NA,1,1,0,0,0,"NoVote","big","DK",0,5,2
"7775",2313,6,5,2,3,3,3,3,2,5,3,4,4,2015-10-20,1.27960496399691,0,2,2,NA,0,"Lubuskie",0,1,"info",1,33,0,0,0,1,0,0,0,0,"DK","none","some",1,2.66666666666667,4.33333333333333
"7776",2314,7,4,1,3,3,2,2,3,3,3,5,1,2015-10-20,1.07860776836864,0,2,2,2,1,"Lubuskie",0,1,"cntrl",1,21,0,0,0,1,0,1,0,0,"NoVote","big","90/10",0,4.44444444444444,2.55555555555556
"7777",2316,2,2,1,NA,2,4,3,2,4,4,3,4,2015-10-20,0.819091745103482,1,2,3,2,1,"Lubuskie",1,1,"Hungary",5,65,0,0,0,1,1,0,0,1,"other","DK","DK",2,4.75,2.25
"7778",2319,3,2,NA,4,2,4,2,2.5,4,3,NA,1,2015-10-20,1.22881312494392,1,4,3,2,0,"Pomorskie",0,2,"history",5,43,0,1,-1,0,0,1,0,0,"NoVote","none","some",0,5.66666666666667,1.33333333333333
"7779",2323,4,2,1,3,3,3,3,2,3,3,3,3,2015-10-20,1.33083001189453,1,4,3,3,0,"Mazowieckie",1,2,"info",4,39,1,0,0,0,0,1,0,1,"PO/PSL","some","50/50",2,3.77777777777778,3.22222222222222
"7780",2332,2,2,1,3,3,3,3,2.5,5,5,4,4,2015-10-20,1.03639289060963,0,3,2,NA,0,"Pomorskie",0,2,"info",4,26,0,0,3,1,0,1,0,0,"DK","some","90/10",1,2.33333333333333,4.66666666666667
"7781",2342,1,1,2,4,3,NA,NA,2.5,2,3,4,4,2015-10-20,0.564310183152321,0,2,1,NA,1,"Opolskie",0,1,"history",4,64,0,0,0,1,1,0,0,0,"NoVote","DK","DK",0,3.2,3.8
"7782",2343,4,4,1,2,2,NA,2,2,4,4,3,4,2015-10-20,0.538955371091202,1,2,1,2,1,"Opolskie",1,2,"history",3,57,0,0,-1,0,0,1,0,1,"PO/PSL","DK","DK",2,4.125,2.875
"7783",2344,1,1,NA,2,3,2,2,2,4,4,3,3,2015-10-20,0.712150569346834,0,4,1,2,1,"Opolskie",0,2,"Hungary",5,29,0,0,0,0,0,1,0,0,"DK","none","50/50",1,3.875,3.125
"7784",2346,3,2,2,NA,4,NA,NA,2.5,3,3,5,4,2015-10-20,0.927802442034598,1,2,2,NA,0,"Wielkopolskie",0,1,"cntrl",2,33,0,0,NA,1,0,0,0,0,"DK","DK","90/10",1,2.44444444444444,4.55555555555556
"7785",2347,4,2,2,3,3,3,3,2.5,3,2,4,3,2015-10-20,0.773699929395091,0,3,2,4,1,"Wielkopolskie",0,2,"Hungary",1,43,0,0,0,1,0,1,0,0,"NoVote","none","some",0,4.77777777777778,2.22222222222222
"7786",2349,1,1,1,3,2,3,3,2.5,4,3,1,5,2015-10-20,1.0517410324996,0,1,2,NA,0,"Wielkopolskie",1,1,"Hungary",4,68,0,0,-3,1,0,0,NA,NA,"DK","DK","DK",2,NA,NA
"7787",2350,9,6,2,3,2,3,3,2.5,1,3,5,4,2015-10-20,1.19447976722304,0,1,2,4,0,"Wielkopolskie",NA,1,"history",1,27,0,0,0,0,0,1,NA,NA,"NoVote","some","90/10",0,1.44444444444444,5.55555555555556
"7788",2351,5,4,1,3,3,3,3,2.5,4,3,4,4,2015-10-20,1.03967575906451,0,3,1,2,1,"Zachodniopomorskie",0,1,"info",NA,25,0,0,2,0,0,0,0,0,"DK","some","some",1,1.77777777777778,5.22222222222222
"7789",2353,6,5,2,3,3,3,3,2.5,3,3,2,2,2015-10-20,0.829097204984947,1,2,1,4,0,"Zachodniopomorskie",1,2,"Hungary",NA,49,0,0,0,0,0,1,0,1,"PO/PSL","big","some",2,2.42857142857143,4.57142857142857
"7790",2357,2,2,NA,3,3,3,3,2.5,3,3,5,3,2015-10-20,1.13090962795657,0,1,1,4,0,"Zachodniopomorskie",NA,1,"Hungary",NA,76,0,0,NA,1,1,0,NA,NA,"NoVote","DK","DK",0,2.66666666666667,4.33333333333333
"7791",2359,2,2,NA,3,3,NA,NA,4,2,3,4,2,2015-10-20,1.13090962795657,1,1,1,4,0,"Zachodniopomorskie",1,1,"cntrl",3,67,0,0,3,1,1,0,1,0,"PiS","big","50/50",2,1.22222222222222,5.77777777777778
"7792",2363,5,5,1,2,2,3,2,3,4,4,2,2,2015-10-20,0.835997590414187,0,4,3,3,0,"Podkarpackie",1,1,"info",3,23,0,0,0,1,0,1,0,1,"other","none","none",2,4,3
"7793",2367,2,2,NA,3,2,3,3,2,3,3,3,4,2015-10-20,1.09337745366396,1,1,2,NA,1,"Zachodniopomorskie",1,1,"info",4,69,0,0,0,1,1,0,0,1,"PO/PSL","some","50/50",2,2,5
"7794",2371,1,1,2,3,4,2,3,4,3,3,3,2,2015-10-20,0.559001351673394,0,4,2,3,0,"Podkarpackie",1,1,"Hungary",4,76,0,0,-1,1,1,0,1,0,"PiS","big","90/10",2,2.14285714285714,4.85714285714286
"7795",2372,5,3,1,2,4,2,3,4,5,3,4,2,2015-10-20,0.583504245933844,0,3,2,3,0,"Podkarpackie",1,1,"cntrl",NA,63,0,0,0,1,1,0,1,0,"PiS","DK","90/10",2,2.11111111111111,4.88888888888889
"7796",2391,3,3,1,3,NA,NA,3,2,5,3,3,4,2015-10-20,1.90657254890188,0,2,1,2,0,"Dolnoslaskie",0,2,"history",NA,43,0,0,0,1,0,1,0,0,"DK","DK","DK",1,4.25,2.75
"7797",2392,8,4,1,2,3,3,NA,2,3,3,3,5,2015-10-20,1.51947572504225,0,1,1,4,0,"Dolnoslaskie",1,1,"cntrl",NA,76,0,0,-3,0,1,0,0,1,"DK","none","some",1,3.875,3.125
"7798",2394,3,2,1,1,3,NA,2,2,3,4,3,4,2015-10-19,0.713324647820364,1,4,2,2,1,"Opolskie",1,2,"cntrl",3,28,0,0,-1,1,0,1,0,1,"other","none","none",2,4.66666666666667,2.33333333333333
"7799",2396,5,4,NA,3,3,3,NA,2.5,3,3,4,2,2015-10-20,0.991750437709557,0,2,1,2,0,"Dolnoslaskie",0,1,"Hungary",1,66,0,0,-3,1,0,0,0,0,"PiS","DK","none",2,4,3
"7800",2400,2,1,2,NA,4,NA,NA,2.5,5,3,4,2,2015-10-20,1.2536149962808,1,4,1,4,1,"Dolnoslaskie",NA,2,"cntrl",3,31,0,0,0,1,0,1,NA,NA,"DK","some","50/50",1,2.75,4.25
"7801",2406,1,1,2,4,3,4,4,3,5,3,4,4,2015-10-20,0.748333978314594,0,2,2,3,1,"Lódzkie",0,2,"history",3,28,0,0,0,1,0,1,0,0,"other","none","50/50",2,2.375,4.625
"7802",2408,3,2,2,4,3,3,3,2.5,3,3,5,3,2015-10-20,0.813756488657265,1,2,2,3,0,"Lódzkie",0,1,"history",1,51,0,0,0,1,0,0,0,0,"NoVote","some","90/10",0,2.11111111111111,4.88888888888889
"7803",2409,4,2,2,3,5,3,4,4,4,3,3,2,2015-10-21,0.955934473990969,1,4,1,4,1,"Slaskie",1,2,"info",4,36,0,0,1,0,0,1,1,0,"PiS","some","some",2,3.625,3.375
"7804",2413,4,2,NA,3,3,2,2,4,3,3,3,2,2015-10-20,0.967688142721477,1,4,2,3,0,"Slaskie",1,1,"Hungary",NA,42,0,0,2,1,0,0,1,0,"PiS","none","none",2,2.66666666666667,4.33333333333333
"7805",2415,3,2,NA,NA,3,4,4,2.5,3,3,3,2,2015-10-21,0.999987379960638,1,3,2,3,0,"Slaskie",1,1,"history",NA,30,0,0,0,1,0,0,1,0,"DK","some","90/10",1,2.66666666666667,4.33333333333333
"7806",2465,2,2,2,2,4,2,2,4,4,4,3,5,2015-10-21,0.820228683231521,0,4,1,3,1,"Podkarpackie",0,2,"info",4,26,0,0,NA,0,0,1,0,0,"NoVote","some","50/50",0,3.55555555555556,3.44444444444444
"7807",2467,3,2,NA,3,4,3,3,2,5,3,3,4,2015-10-20,0.91429467165058,1,2,1,3,1,"Zachodniopomorskie",NA,2,"info",3,34,0,0,NA,1,0,1,NA,NA,"PO/PSL","none","none",2,2.625,4.375
"7808",2468,3,2,2,4,NA,4,NA,2.5,3,4,4,4,2015-10-20,1.01331614043975,1,4,1,3,1,"Zachodniopomorskie",NA,2,"info",3,33,0,0,NA,0,0,1,NA,NA,"DK","some","50/50",1,2.83333333333333,4.16666666666667
"7809",2474,1,1,1,NA,NA,NA,3,2.5,3,3,3,4,2015-10-21,0.980635790078257,0,2,2,NA,NA,"Wielkopolskie",0,1,"history",3,79,0,0,NA,1,0,0,0,0,"DK","some","none",1,2,5
"7810",2481,1,1,2,3,3,3,3,2.5,3,4,3,2,2015-10-19,0.791520781276154,0,3,3,3,0,"Slaskie",1,1,"history",3,70,0,0,-3,1,1,0,1,0,"PiS","some","some",2,3.25,3.75
"7811",2486,2,2,1,2,2,3,3,2,5,3,3,4,2015-10-21,1.67829638591527,1,4,2,NA,1,"Warminsko-mazurskie",1,1,"cntrl",5,54,0,0,0,0,1,0,0,0,"PO/PSL","none","none",2,3.25,3.75
"7812",2512,5,5,NA,3,3,3,3,3,4,3,3,2,2015-10-21,1.14430577067991,1,2,1,3,0,"Malopolskie",0,1,"history",NA,53,0,0,2,0,0,0,0,0,"PiS","none","none",2,3.42857142857143,3.57142857142857
"7813",2513,5,4,2,2,4,2,2,3,3,3,3,2,2015-10-21,1.2489972378511,0,1,1,3,0,"Malopolskie",1,1,"info",NA,70,0,0,NA,1,1,0,NA,NA,"PiS","some","90/10",2,2.625,4.375
"7814",2564,2,2,NA,3,2,4,NA,2,5,3,3,5,2015-10-21,0.725681814039251,1,2,1,NA,1,"Slaskie",1,1,"info",5,66,0,0,NA,0,0,0,0,1,"PO/PSL","none","none",2,3.77777777777778,3.22222222222222
"7815",2566,6,6,NA,2,3,2,2,4,3,4,4,2,2015-10-21,0.786309017321691,0,2,2,4,0,"Malopolskie",NA,1,"Hungary",NA,23,0,0,NA,0,0,1,NA,NA,"DK","none","none",1,3.22222222222222,3.77777777777778
"7816",2591,2,2,2,NA,4,NA,NA,2.5,3,3,5,3,2015-10-21,0.652440451955863,0,3,1,NA,0,"Lódzkie",0,2,"history",NA,19,0,0,NA,1,0,1,0,0,"NoVote","DK","DK",0,3.42857142857143,3.57142857142857
"7817",2595,4,4,2,3,3,3,3,4,3,3,3,2,2015-10-21,1.04533066374717,1,2,1,4,0,"Lódzkie",1,2,"cntrl",NA,53,0,0,NA,1,0,1,0,1,"other","none","none",2,3.28571428571429,3.71428571428571
"7818",2597,1,1,1,3,4,3,NA,2.5,3,3,3,2,2015-10-21,0.622973652047228,0,2,1,NA,0,"Lódzkie",NA,2,"cntrl",4,57,0,0,NA,1,0,1,NA,NA,"PO/PSL","none","none",2,3.66666666666667,3.33333333333333
"7819",2598,2,2,1,3,4,3,3,4,5,3,4,2,2015-10-21,0.823168419483911,1,4,1,4,0,"Lódzkie",1,2,"Hungary",4,28,0,0,2,1,0,1,1,0,"other","none","none",2,3.125,3.875
"7820",2623,1,1,1,5,2,5,5,1,5,2,2,2,2015-10-21,0.723698629263208,0,4,2,1,0,"Swietokrzyskie",1,2,"info",NA,53,0,1,0,1,0,1,0,1,"PO/PSL","none","none",2,5.77777777777778,1.22222222222222
"7821",2624,3,3,2,NA,5,3,3,4,2,3,2,2,2015-10-21,0.554095990496397,1,4,1,4,1,"Kujawsko-pomorskie",1,2,"Hungary",4,60,0,0,0,0,0,1,0,0,"PiS","some","90/10",2,2.5,4.5
"7822",2625,1,1,1,NA,2,3,3,2,4,3,2,2,2015-10-21,0.879966575312772,0,1,1,2,0,"Kujawsko-pomorskie",0,1,"info",4,65,0,0,2,1,1,0,0,0,"PO/PSL","none","none",2,2.625,4.375
"7823",2626,3,3,1,4,2,4,4,2,4,3,2,4,2015-10-21,0.52261693626587,0,3,1,1,0,"Kujawsko-pomorskie",1,1,"cntrl",NA,76,0,0,-1,1,1,0,0,1,"other","none","some",2,4.16666666666667,2.83333333333333
"7824",2627,5,3,2,4,4,3,3,4,3,3,2,2,2015-10-21,0.664616107784384,0,4,1,4,0,"Kujawsko-pomorskie",1,2,"cntrl",3,23,0,0,3,0,0,1,1,0,"PiS","none","none",2,2.55555555555556,4.44444444444444
"7825",2630,4,2,1,NA,2,1,3,1,4,3,2,2,2015-10-21,1.00469540157391,1,3,1,2,0,"Kujawsko-pomorskie",1,2,"history",1,38,0,0,0,1,0,1,0,1,"PO/PSL","some","90/10",2,4.5,2.5
"7826",2631,2,2,1,2,3,2,2,4,3,3,3,2,2015-10-21,0.918538446173323,1,1,1,3,0,"Kujawsko-pomorskie",1,1,"cntrl",2,61,0,0,2,1,1,0,1,0,"PiS","none","90/10",2,2.44444444444444,4.55555555555556
"7827",2634,6,3,2,2,3,3,2,3,5,3,4,2,2015-10-21,0.857532111025991,0,3,3,3,0,"Podkarpackie",0,1,"cntrl",5,19,0,0,1,0,0,1,0,0,"PiS","some","50/50",2,4.55555555555556,2.44444444444444
"7828",2635,2,2,1,NA,2,NA,2,2,4,3,2,2,2015-10-21,0.927385145111049,1,4,3,2,1,"Mazowieckie",1,2,"info",5,60,0,0,1,1,0,1,0,1,"other","some","50/50",2,4.625,2.375
"7829",2649,1,1,1,3,4,NA,NA,2,1,3,4,5,2015-10-21,1.13367854659298,0,1,1,NA,0,"Wielkopolskie",0,1,"history",1,65,0,0,NA,0,0,0,0,0,"DK","DK","DK",1,3.33333333333333,3.66666666666667
"7830",2650,1,1,NA,3,2,2,2,2.5,3,4,3,4,2015-10-21,1.18337145962325,0,1,1,2,0,"Wielkopolskie",0,1,"info",1,60,0,0,3,0,0,0,0,0,"PiS","none","90/10",2,3.22222222222222,3.77777777777778
"7831",2652,1,1,2,3,4,2,NA,2,1,2,3,4,2015-10-21,0.772377698249651,0,2,1,2,0,"Wielkopolskie",1,1,"history",2,58,0,0,3,1,0,0,NA,NA,"PiS","big","50/50",2,2.88888888888889,4.11111111111111
"7832",2654,5,5,1,2,4,2,2,3,5,3,3,3,2015-10-21,0.876466832068812,1,2,1,3,0,"Wielkopolskie",0,2,"history",2,46,0,0,3,1,0,1,0,0,"PiS","big","50/50",2,3.33333333333333,3.66666666666667
"7833",2658,3,2,1,3,2,2,2,2.5,5,4,5,2,2015-10-21,0.800258589904254,1,3,1,2,1,"Wielkopolskie",NA,2,"history",NA,37,0,0,NA,1,0,1,NA,NA,"DK","none","none",1,2.33333333333333,4.66666666666667
"7834",2661,6,4,2,3,3,3,3,2,3,3,4,2,2015-10-21,0.916526441741873,1,2,1,2,1,"Wielkopolskie",1,2,"info",NA,43,0,0,3,1,0,1,NA,NA,"PiS","none","50/50",2,3.625,3.375
"7835",2663,4,2,2,4,5,4,4,2.5,3,2,3,2,2015-10-21,0.833976220715765,1,3,1,3,1,"Wielkopolskie",1,2,"info",1,35,0,0,3,0,0,1,1,0,"NoVote","none","90/10",0,3.28571428571429,3.71428571428571
"7836",2666,2,2,NA,2,3,2,2,NA,3,3,3,3,2015-10-21,0.848690663002755,1,4,3,NA,0,"Lubelskie",NA,1,"cntrl",5,59,1,0,3,1,1,0,NA,NA,"DK","big","some",2,4.16666666666667,2.83333333333333
"7837",2675,2,2,NA,3,3,3,3,3,5,3,4,2,2015-10-21,0.944713886617733,1,2,3,3,0,"Slaskie",1,1,"info",5,66,0,0,0,0,1,0,0,1,"NoVote","none","none",0,3,4
"7838",2686,2,2,2,3,3,4,3,2.5,2,2,4,2,2015-10-21,1.31667807332103,1,2,2,NA,1,"Mazowieckie",NA,1,"history",2,66,0,0,0,0,1,0,NA,NA,"other","big","50/50",2,1.88888888888889,5.11111111111111
"7839",2708,2,2,2,2,3,2,2,3,3,3,2,4,2015-10-21,0.779451323919003,0,2,2,3,1,"Kujawsko-pomorskie",1,1,"history",2,49,0,0,3,0,0,0,1,0,"PiS","none","none",2,2.88888888888889,4.11111111111111
"7840",2710,2,2,2,3,3,3,3,3,5,3,4,5,2015-10-21,0.616580452649226,0,4,2,2,1,"Kujawsko-pomorskie",1,2,"history",4,24,0,0,NA,1,0,1,0,1,"DK","none","none",1,3.88888888888889,3.11111111111111
